id,paragraph,tokens
102,"Poor Mrs. Edmonstone! her trials did not end here, for when she replied to her husband’s inquiry for Guy, Mr. Edmonstone said offence had already been taken at his absence from the dinner; he would not have had this happen for fifty pounds; she ought not to have suffered it; but it was all her nonsense about Charles, and as to not being late, she should have waited till midnight rather than not have brought him. In short, he said as much more than he meant, as a man in a pet is apt to say, and nevertheless Mrs. Edmonstone had to look as amiable and smiling as if nothing was the matter.",poor trial end reply husband inquiry say offence take absence dinner have happen pound suffer nonsense late wait midnight bring short say more mean man pet apt say have look amiable smile matter 
103,"The least untruthful answer she could frame to the inquiries for Sir Guy Morville was, that young men were apt to be lazy about balls, and this sufficed for good-natured Mrs. Deane, but Maurice poured out many exclamations about his ill-behaviour, and Philip contented himself with the mere fact of his not being there, and made no remark.",least untruthful answer frame inquiry young man apt lazy ball suffice good natured pour many exclamation ill behaviour content mere fact make remark 
104,"Laura turned her eyes anxiously on Philip. They had not met since the important conversation on Ashen-down, and she found herself looking with more pride than ever at his tall, noble figure, as if he was more her own; but the calmness of feeling was gone. She could not meet his eye, nor see him turn towards her without a start and tremor for which she could not render herself a reason, and her heart beat so much that it was at once a relief and a disappointment that she was obliged to accept her other cousin as her first partner. Philip had already asked Lady Eveleen, for he neither wished to appear too eager in claiming Laura, nor to let his friend think he had any dislike to the Irish girl.",turn eye meet important conversation find look more pride tall noble figure own calmness feeling gone meet eye see turn start tremor render reason heart beat much relief disappointment oblige accept other cousin first partner ask wish appear eager claim let friend think have dislike irish girl 
105,"Eveleen was much pleased to have him for her partner, and told herself she would be on her good behaviour. It was a polka, and there was not much talk, which, perhaps, was all the better for her. She admired the review, and the luncheon, and spoke of Charles without any sauciness, and Philip was condescending and agreeable.",pleased have partner tell good behaviour polka be much talk good admire review luncheon speak sauciness condescending agreeable 
106,‘I must indulge myself in abusing that stupid cousin of yours!’ said she. Did you ever know a man of such wonderful crotchets?’,indulge abuse stupid cousin say know man such wonderful crotchet 
107,"‘This is a very unexpected one,’ said Philip.",unexpected one say 
108,"‘It came like a thunder clap. I thought till the last moment he was joking, for he likes dancing so much; he was the life of our ball, and how could any one suppose he would fly off at the last moment?’",come thunder clap think last moment joke like dance life ball one suppose fly last moment 
109,‘He seems rather to enjoy doing things suddenly.’,seem enjoy do thing 
110,"‘I tell Laura she has affronted him,’ said Eveleen, laughing. ‘She has been always busy of late when we have wanted her; and I assure her his pride has been piqued. Don’t you think that is an explanation, Captain Morville?’",tell affront say laugh busy late want assure pride pique think explanation 
111,"It was Captain Morvilles belief, but he would not say so.",belief say 
112,"‘Isn’t Laura looking lovely?’ Eveleen went on. ‘I am sure she is the beauty of the night!’ She was pleased to see Captain Morville’s attention gained. ‘She is even better dressed than at our ball--those Venetian pins suit the form of her head so well. Her beauty is better than almost any one’s, because she has so much countenance.’",look lovely go sure beauty night pleased see attention gain dress ball venetian pin suit form head beauty good one have much countenance 
113,"‘True,’ said Philip.",true say 
114,‘How proud Maurice looks of having her on his arm. Does not he? Poor Maurice! he is desperately in love with her!’,proud look have arm poor love 
115,‘As is shown by his pining melancholy.’,show pine melancholy 
116,"Eveleen laughed with her clear hearty laugh. ‘I see you know what we mean by being desperately in love! No,’ she added more gravely, ‘I am very glad it is only _that_ kind of desperation. One could not think of Maurice and Laura together. He does not know the best part of Laura.’",laugh clear hearty laugh see know mean love add glad kind desperation think know good part 
117,"Eveleen was highly flattered by Captain Morville conducting her a second time round the room, instead of at once restoring her to her aunt.",flatter conduct second time room restore aunt 
118,"He secured Laura next, and leading her away from her own party, said, ‘Laura, have you been overdoing it?’",secure lead own party say overdo 
119,"‘It is not that,’ said Laura, wishing she could keep from blushing.",say wish keep blush 
120,‘It is the only motive that could excuse his extraordinary behaviour.’,only motive excuse extraordinary behaviour 
121,‘Surely you know he says that he is growing unsettled. It is part of his rule of self discipline.’,know say grow unsettled part rule self discipline 
122,"‘Absurd!--exaggerated!--incredible! This is the same story as there was about the horse. It is either caprice or temper, and I am convinced that some change in your manner--nay, I say unconscious, and am far from blaming you--is the cause. Why else did he devote himself to Charles, and leave you all on my uncle’s hands in the crowd?’",absurd exaggerate incredible same story be horse caprice temper convinced change manner say unconscious blame cause devote leave uncle hand crowd 
123,‘We could shift for ourselves much better than Charlie.’,shift good 
124,"‘This confirms my belief that my warning was not mistimed. I wish it could have been done without decidedly mortifying him and rousing his temper, because I am sorry others should be slighted; but if he takes your drawing back so much to heart, it shows that it was time you should do so.’",confirm belief warning mistime wish do mortify rouse temper sorry other slight take draw much heart show time do 
125,‘If I thought I had!’,think have 
126,"‘It was visible to others--to another, I should say.’",visible other say 
127,"‘O, that is only Eveleen’s nonsense! The only difference I am conscious of having made, was keeping more up-stairs, and not trying to persuade him to come here to-night.’",nonsense only difference conscious make keep more stair try persuade come night 
128,"‘I have no doubt it was this that turned the scale, He only waited for persuasion, and you acted very wisely in not flattering his self-love.’",have doubt turn scale wait persuasion act flateer self love 
129,‘Did I?--I did not know it.’,know 
130,"‘A woman’s instinct is often better than reasoning, Laura; to do the right thing without knowing why. But come, I suppose we must play our part in the pageant of the night.’",woman instinct good reasoning do right thing know come suppose play part pageant night 
131,"For that evening Laura, contrary to the evidence of her senses, was persuaded by her own lover that Guy was falling in love with her; and after musing all through the dance, she said, ‘What do you think of the scheme that has been started for my going to Ireland with papa?’",evening contrary evidence sense persuade own lover fall love muse dance say think scheme start go papa 
132,‘Your going to Ireland?’,go 
133,"‘Yes; you know none of us, except papa, have seen grandmamma since Charles began to be ill, and there is some talk of his taking me with him when he goes this summer.’",know see grandmamma begin ill be talk take go summer 
134,"‘I knew he was going, but I thought it was not to be till later in the year--not till after the long vacation.’",know go think year long vacation 
135,"‘So he intended, but he finds he must be at home before the end of October, and it would suit him best to go in August.’",intend find home end suit good go 
136,‘Then what becomes of Guy?’,become guy 
137,"‘He stays at Hollywell. It will be much better for Charles to have him there while papa is away. I thought when the plan was first mentioned I should be sorry, except that it is quite right to go to grandmamma; but if it is so, about Guy, this absence would be a good thing--it would make a break, and I could begin again on different terms.’",stay good have papa think plan mention sorry right go grandmamma guy absence good thing make break begin different term 
138,"‘Wisely judged, Laura. Yes, on that account it would be very desirable, though it will be a great loss to me, and I can hardly hope to be so near you on your return.’",judge account desirable great loss hope return 
139,"‘Ah! yes, so I feared!’ sighed Laura.",fear sigh 
140,"‘But we must give up something; and for Guy’s own sake, poor fellow, it will be better to make a break, as you say. It will save him pain by and by.’",give guy own sake poor fellow good make break say save pain 
141,"‘I dare say papa will consult you about when his journey is to be. His only doubt was whether it would do to leave Guy so long alone, and if you say it would be safe, it would decide him at once.’",say papa consult journey only doubt do leave guy say safe decide 
142,"‘I see little chance of mischief. Guy has few temptations here, and a strong sense of honour; besides, I shall be at hand. Taking all things into consideration, Laura, I think that, whatever the sacrifice to ourselves, it is expedient to recommend his going at once, and your accompanying him.’",see little chance mischief guy have few temptation strong sense honour hand take thing consideration think sacrifice expedient recommend go accompany 
143,"All the remainder of the evening Philip was occupied with attentions to the rest of the world, but Laura’s eyes followed him everywhere, and though she neither expected nor desired him to bestow more time on her, she underwent a strange restlessness and impatience of feeling. Her numerous partners teased her by hindering her from watching him moving about the room, catching his tones, and guessing what he was talking of;--not that she wanted to meet his eye, for she did not like to blush, nor did she think it pleased him to see her do so, for he either looked away immediately or conveyed a glance which she understood as monitory. She kept better note of his countenance than of her own partner’s.",remainder evening occupy attention rest world eye follow expect desire bestow more time underwent strange restlessness impatience feeling numerous partner tease hinder watch move room catching tone guess talk want meet eye like blush think pleased see do look convey glance understand monitory keep good note countenance own partner 
144,"Mr. Thorndale, meanwhile, kept aloof from Lady Eveleen de Courcy, but Captain Morville perceived that his eyes were often turned towards her, and well knew it was principle, and not inclination, that held him at a distance. He did indeed once ask her to dance, but she was engaged, and he did not ask her to reserve a future dance for him, but contented himself with little Amy.",keep aloof perceive eye turn know principle inclination hold distance ask dance engage ask reserve future dance content little 
145,"Amy was doing her best to enjoy herself, because she thought it ungrateful not to receive pleasure from those who wished to give it, but to her it wanted the zest and animation of Lady Kilcoran’s ball. Besides, she knew she had been as idle as Guy, or still more so, and she thought it wrong she should have pleasure while he was doing penance. It was on her mind, and damped her spirits, and though she smiled, and talked, and admired, and danced lightly and gaily, there was a sensation of weariness throughout, and no one but Eveleen was sorry when Mrs. Edmonstone sent Maurice to see for the carriage.",do good enjoy think ungrateful receive pleasure wish give want zest animation ball know idle think wrong have pleasure do penance mind damp spirit smile talk admire dance be sensation weariness sorry send see carriage 
146,"Philip was one of the gentlemen who came to shawl them. As he put Laura’s cloak round her shoulders he was able to whisper, ‘Take care; you must be cautious--self-command.’",gentleman come shawl put cloak shoulder able whisper take care cautious self command 
147,"Laura, though blushing and shrinking the moment before was braced by his words and tone to attempt all he wished. She looked up in what she meant to be an indifferent manner, and made some observation in a careless tone--anything rather than let Philip think her silly. After what he had said, was she not bound more than ever to exert herself to the utmost, that he might not be disappointed in her? She loved him only the better for what others might have deemed a stern coldness of manner, for it made the contrast of his real warmth of affection more precious. She mused over it, as much as her companions’ conversation would allow, on the road home. They arrived, Mrs. Edmonstone peeped into Charles’s room, announced that he was quietly asleep, and they all bade each other good night, or good morning, and parted.",blush shrink moment brace word tone attempt wish look mean indifferent manner make observation careless tone let think silly say bind more exert utmost disappoint love good other deem stern coldness manner make contrast real warmth affection precious muse much companion conversation allow road home arrive peep room announce asleep bid other good night good morning part 
148,,
149, ,
