id,paragraph,tokens
21,"""What?"" cried Horace, hardly believing his ears; ""you surely don't mean to allow that unhappy Professor to remain like that for ever, do you?""",cry believe ear mean allow unhappy professor remain 
22,"""None can alter what is predestined.""",alter predestine 
23,"""Very likely not. But it wasn't decreed that a learned man should be suddenly degraded to a beastly mule for the rest of his life. Destiny wouldn't be such a fool!""",likely decree learn man degrade beastly mule rest life destiny fool 
24,"""Despise not mules, for they are useful and valuable animals in the household.""",despise mule useful valuable animal household 
25,"""But, confound it all, have you no imagination? Can't you enter at all into the feelings of a man--a man of wide learning and reputation--suddenly plunged into such a humiliating condition?""",confound have imagination enter feeling man man wide learning reputation plunge humiliating condition 
26,"""Upon his own head be it,"" said Fakrash, coldly. ""For he hath brought this fate upon himself.""",own head say have bring fate 
27,"""Well, how do you suppose that you have helped _me_ by this performance? Will it make him any the more disposed to consent to my marrying his daughter? Is that all you know of the world?""",suppose help performance make dispose consent marry daughter know world 
28,"""It is not my intention that thou shouldst take his daughter to wife.""",intention take daughter wife 
29,"""Whether you approve or not, it's my intention to marry her.""",approve intention marry 
30,"""Assuredly she will not marry thee so long as her father remaineth a mule.""",marry father remaineth mule 
31,"""There I agree with you. But is that your notion of doing me a good turn?""",agree notion do good turn 
32,"""I did not consider thy interest in this matter.""",consider interest matter 
33,"""Then will you be good enough to consider it now? I have pledged my word that he shall be restored to his original form. Not only my happiness is at stake, but my honour.""",good consider pledge word restore original form happiness stake honour 
34,"""By failure to perform the impossible none can lose honour. And this is a thing that cannot be undone.""",failure perform impossible lose honour thing undone 
35,"""Cannot be undone?"" repeated Horace, feeling a cold clutch at his heart. ""Why?""",undone repeat feel cold clutch heart 
36,"""Because,"" said the Jinnee, sullenly, ""I have forgotten the way.""",say forget way 
37,"""Nonsense!"" retorted Horace; ""I don't believe it. Why,"" he urged, descending to flattery, ""you're such a clever old Johnny--I beg your pardon, I meant such a clever old _Jinnee_--you can do anything, if you only give your mind to it. Just look at the way you changed this house back again to what it was. Marvellous!""",nonsense retort believe urge descend flattery clever old beg pardon mean clever old do give mind look way change house marvellous 
38,"""That was the veriest trifle,"" said Fakrash, though he was obviously pleased by this tribute to his talent; ""this would be a different affair altogether.""",veriest trifle say pleased tribute talent different affair 
39,"""But child's play to _you_!"" insinuated Horace. ""Come, you know very well you can do it if you only choose.""",child play insinuate come know do choose 
40,"""It may be as thou sayest. But I do not choose.""",sayest choose 
41,"""Then I think,"" said Horace, ""that, considering the obligation you admit yourself you are under to me, I have a right to know the reason--the _real_ reason--why you refuse.""",think say consider obligation admit have right know reason _real_ reason refuse 
42,"""Thy claim is not without justice,"" answered the Jinnee, after a pause, ""nor can I decline to gratify thee.""",claim justice answer pause decline gratify 
43,"""That's right,"" cried Horace; ""I knew you'd see it in the proper light when it was once put to you. Now, don't lose any more time, but restore that unfortunate man at once, as you've promised.""",right cry know see proper light put lose more time restore unfortunate man promise 
44,"""Not so,"" said the Jinnee; ""I promised thee a reason for my refusal--and that thou shalt have. Know then, O my son, that this indiscreet one had, by some vile and unhallowed arts, divined the hidden meaning of what was written upon the seal of the bottle wherein I was confined, and was preparing to reveal the same unto all men.""",say promise reason refusal have know son indiscreet one vile unhallowed art divine hide meaning write seal bottle confine prepare reveal same man 
45,"""What would it matter to you if he did?""",matter 
46,"""Much--for the writing contained a false and lying record of my actions.""",much writing contain false lying record action 
47,"""If it is all lies, it can't do you any harm. Why not treat them with the contempt they deserve?""",lie do harm treat contempt deserve 
48,"""They are not _all_ lies,"" the Jinnee admitted reluctantly.",_all_ lie admit 
49,"""Well, never mind. Whatever you've done, you've expiated it by this time.""",mind do expiate time 
50,"""Now that Suleyman is no more, it is my desire to seek out my kinsmen of the Green Jinn, and live out my days in amity and honour. How can that be if they hear my name execrated by all mortals?""",more desire seek kinsmen green live day amity honour hear name execrate mortal 
51,"""Nobody would think of execrating you about an affair three thousand years old. It's too stale a scandal.""",think execrate affair year old stale scandal 
52,"""Thou speakest without understanding. I tell thee that if men knew but the half of my misdoings,"" said Fakrash, in a tone not altogether free from a kind of sombre complacency, ""the noise of them would rise even unto the uppermost regions, and scorn and loathing would be my portion.""",speakest understanding tell man know half misdoing say tone free kind sombre complacency noise rise uppermost region scorn loathing portion 
53,"""Oh, it's not so bad as all that,"" said Horace, who had a private impression that the Jinnee's ""past"" would probably turn out to be chiefly made up of peccadilloes. ""But, anyway, I'm sure the Professor will readily agree to keep silence about it; and, as you have of course, got the seal in your own possession again----""",bad say have private impression past turn make peccadilloe sure agree keep silence course get seal own possession 
54,"""Nay; the seal is still in his possession, and it is naught to me where it is deposited,"" said Fakrash, ""since the only mortal who hath deciphered it is now a dumb animal.""",seal possession naught deposit say only mortal decipher dumb animal 
55,"""Not at all,"" said Horace. ""There are several friends of his who could decipher that inscription quite as easily as he did.""",say be several friend decipher inscription 
56,"""Is this the truth?"" said the Jinnee, in visible alarm.",truth say visible alarm 
57,"""Certainly,"" said Horace. ""Within the last quarter of a century archæology has made great strides. Our learned men can now read Babylonian bricks and Chaldean tablets as easily as if they were advertisements on galvanised iron. You may think you've been extremely clever in turning the Professor into an animal, but you'll probably find you've only made another mistake.""",say last quarter century archæology make great stride learn man read babylonian brick chaldean tablet advertisement galvanise iron think clever turn animal find make mistake 
58,"""How so?"" inquired Fakrash.",inquire 
59,"""Well,"" said Horace, seeing his advantage, and pushing it unscrupulously, ""now, that, in your infinite wisdom, you have ordained that he should be a mule, he naturally can't possess property. Therefore all his effects will have to be sold, and amongst them will be that seal of yours, which, like many other things in his collection, will probably be bought up by the British Museum, where it will be examined and commented upon by every Orientalist in Europe. I suppose you've thought of all that?""",say see advantage push infinite wisdom ordain mule possess property effect have sell seal many other thing collection buy british examine comment suppose think 
60,"""O young man of marvellous sagacity!"" said the Jinnee; ""truly I had omitted to consider these things, and thou hast opened my eyes in time. For I will present myself unto this man-mule and adjure him to reveal where he hath bestowed this seal, so that I may regain it.""",young man marvellous sagacity say omit consider thing hast open eye time present man-mule adjure reveal bestow seal regain 
61,"""He can't do that, you know, so long as he remains a mule.""",do know remain mule 
62,"""I will endow him with speech for the purpose.""",endow speech purpose 
63,"""Let me tell you this,"" said Horace: ""he's in a very nasty temper just now, naturally enough, and you won't get anything out of him until you have restored him to human form. If you do that, he'll agree to anything.""",let tell say nasty temper get restore human form do agree 
64,"""Whether I restore him or not will depend not on me, but on the damsel who is his daughter, and to whom thou art contracted in marriage. For first of all I must speak with her.""",restore depend damsel daughter art contract marriage first speak 
65,"""So long as I am present and you promise not to play any tricks,"" said Horace, ""I've no objection, for I believe, if you once saw her and heard her plead for her poor father, you wouldn't have the heart to hold out any longer. But you must give me your word that you'll behave yourself.""",present promise play trick say have objection believe see hear plead poor father have heart hold give word behave 
66,"""Thou hast it,"" said the Jinnee; ""I do but desire to see her on thine account.""",hast say do desire see account 
67,"""Very well,"" agreed Horace; ""but I really can't introduce you in that turban--she'd be terrified. Couldn't you contrive to get yourself up in commonplace English clothes, just for once--something that wouldn't attract so much attention?""",agree introduce turban terrified contrive get commonplace english clothes attract much attention 
68,"""Will this satisfy thee?"" inquired the Jinnee, as his green turban and flowing robes suddenly resolved themselves into the conventional chimney-pot hat, frock-coat, and trousers of modern civilisation.",satisfy inquire green turban flow robe resolve conventional chimney pot hat frock coat trousers modern civilisation 
69,He bore a painful resemblance in them to the kind of elderly gentleman who comes on in the harlequinade to be bonneted by the clown; but Horace was in no mood to be critical just then.,bear painful resemblance kind elderly gentleman come harlequinade bonnet clown mood critical 
70,"""That's better,"" he said encouragingly; ""much better. Now,"" he added, as he led the way to the hall and put on his own hat and overcoat, ""we'll go out and find a hansom and be at Kensington in less than twenty minutes.""",good say good add lead way hall put own hat overcoat go find hansom less minute 
71,"""We shall be there in less than twenty seconds,"" said the Jinnee, seizing him by the arm above the elbow; and Horace found himself suddenly carried up into the air and set down, gasping with surprise and want of breath, on the pavement opposite the Futvoyes' door.",less second say seize arm elbow find carry air set gasp surprise want breath pavement door 
72,"""I should just like to observe,"" he said, as soon as he could speak, ""that if we've been seen, we shall probably cause a sensation. Londoners are not accustomed to seeing people skimming over the chimney-pots like amateur rooks.""",like observe say speak see cause sensation accustom see person skimm chimney pot amateur rook 
73,"""Trouble not for that,"" said Fakrash, ""for no mortal eyes are capable of following our flight.""",trouble say mortal eye capable follow flight 
74,"""I hope not,"" said Horace, ""or I shall lose any reputation I have left. I think,"" he added, ""I'd better go in alone first and prepare them, if you don't mind waiting outside. I'll come to the window and wave my pocket-handkerchief when they're ready. And _do_ come in by the door like an ordinary person, and ask the maidservant if you may see me.""",hope say lose reputation leave think add go prepare mind wait come window wave pocket handkerchief ready come door ordinary person ask maidservant see 
75,"""I will bear it in mind,"" answered the Jinnee, and suddenly sank, or seemed to sink, through a chink in the pavement.",bear mind answer sink seem sink chink pavement 
76,"Horace, after ringing at the Futvoyes' door, was admitted and shown into the drawing-room, where Sylvia presently came to him, looking as lovely as ever, in spite of the pallor due to sleeplessness and anxiety. ""It is kind of you to call and inquire,"" she said, with the unnatural calm of suppressed hysteria. ""Dad is much the same this morning. He had a fairly good night, and was able to take part of a carrot for breakfast--but I'm afraid he has just remembered that he has to read a paper on 'Oriental Occultism' before the Asiatic Society this evening, and it's worrying him a little.... Oh, Horace,"" she broke out, unexpectedly, ""how perfectly awful all this is! How _are_ we to bear it?""",ring door admit show draw room come look lovely spite pallor due sleeplessness anxiety kind call inquire say unnatural calm suppress hysteria dad same morning have good night able take part carrot breakfast afraid remember have read paper oriental asiatic evening worry little break awful bear 
77,"""Don't give way, darling!"" said Horace; ""you will not have to bear it much longer.""",give way darling say have bear 
78,"""It's all very well, Horace, but unless something is done _soon_ it will be too late. We can't go _on_ keeping a mule in the study without the servants suspecting something, and where are we to put poor, dear papa? It's too ghastly to think of his having to be sent away to--to a Home of Rest for Horses--and yet what _is_ to be done with him?... Why do you come if you can't do anything?""",do late go keep mule study servant suspect put poor dear papa ghastly think have send do come do 
79,"""I shouldn't be here unless I could bring you good news. You remember what I told you about the Jinnee?""",bring good news remember tell 
80,"""Remember!"" cried Sylvia. ""As if I could forget! Has he really come back, Horace?""",remember cry forget come 
81,"""Yes. I think I have brought him to see that he has made a foolish mistake in enchanting your unfortunate father, and he seems willing to undo it on certain conditions. He is somewhere within call at this moment, and will come in whenever I give the signal. But he wishes to speak to you first.""",think bring see make foolish mistake enchanting unfortunate father seem willing undo certain condition call moment come give signal wish speak 
82,"""To _me_? Oh, no, Horace!"" exclaimed Sylvia, recoiling. ""I'd so much rather not. I don't like things that have come out of brass bottles. I shouldn't know what to say, and it would frighten me horribly.""",exclaim recoil like thing come brass bottle know say frighten 
83,"""You must be brave, darling!"" said Horace. ""Remember that it depends on you whether the Professor is to be restored or not. And there's nothing alarming about old Fakrash, either, I've got him to put on ordinary things, and he really doesn't look so bad in them. He's quite a mild, amiable old noodle, and he'll do anything for you, if you'll only stroke him down the right way. You _will_ see him, won't you, for your father's sake?""",brave darling say remember depend restore be alarming old get put ordinary thing look bad mild amiable old noodle do stroke right way see father sake 
84,"""If I must,"" said Sylvia, with a shudder, ""I--I'll be as nice to him as I can.""",say shudder nice 
85,"Horace went to the window and gave the signal, though there was no one in sight. However, it was evidently seen, for the next moment there was a resounding blow at the front door, and a little later Jessie, the parlour-maid, announced ""Mr. Fatrasher Larmash--to see Mr. Ventimore,"" and the Jinnee stalked gravely in, with his tall hat on his head.",go window give signal be sight see next moment be resounding blow front door little parlour maid announce see stalked tall hat head 
86,"""You are probably not aware of it, sir,"" said Horace, ""but it is the custom here to uncover in the presence of a lady."" The Jinnee removed his hat with both hands, and stood silent and impassive.",aware sir say custom uncover presence lady remove hat hand stand silent impassive 
87,"""Let me present you to Miss Sylvia Futvoye,"" Ventimore continued, ""the lady whose name you have already heard.""",let present continue lady name hear 
88,"There was a momentary gleam in Fakrash's odd, slanting eyes as they lighted on Sylvia's shrinking figure, but he made no acknowledgment of the introduction.",be momentary gleam odd slant eye light shrink figure make acknowledgment introduction 
89,"""The damsel is not without comeliness,"" he remarked to Horace; ""but there are lovelier far than she.""",damsel comeliness remark be lovely 
90,"""I didn't ask you for either criticisms or comparisons,"" said Ventimore, sharply; ""there is nobody in the world equal to Miss Futvoye, in my opinion, and you will be good enough to remember that fact. She is exceedingly distressed (as any dutiful daughter would be) by the cruel and senseless trick you have played her father, and she begs that you will rectify it at once. Don't you, Sylvia?""",ask criticism comparison say be world equal opinion good remember fact distressed dutiful daughter cruel senseless trick play father beg rectify 
91,"""Yes, indeed!"" said Sylvia, almost in a whisper, ""if--if it isn't troubling you too much!""",say whisper trouble much 
92,"""I have been turning over thy words in my mind,"" said Fakrash to Horace, still ignoring Sylvia, ""and I am convinced that thou art right. Even if the contents of the seal were known of all men, they would raise no clamour about affairs that concern them not. Therefore it is nothing to me in whose hands the seal may be. Dost thou not agree with me in this?""",turn word mind say ignore convinced art right content seal know man raise clamour affair concern hand seal agree 
93,"""Of course I do,"" said Horace. ""And it naturally follows that----""",course say follow 
94,"""It naturally follows, as thou sayest,"" said the Jinnee, with a cunning assumption of indifference, ""that I have naught to gain by demanding back the seal as the price of restoring this damsel's father to his original form. Wherefore, so far as I am concerned, let him remain a mule for ever; unless, indeed, thou art ready to comply with my conditions.""",follow say cunning assumption indifference natch gain demand seal price restore damsel father original form concerned let remain mule art ready comply condition 
95,"""Conditions!"" cried Horace, utterly unprepared for this conclusion. ""What can you possibly want from me? But state them. I'll agree to anything, in reason!""",condition cry unprepared conclusion want state agree reason 
96,"""I demand that thou shouldst renounce the hand of this damsel.""",demand renounce hand damsel 
97,"""That's out of all reason,"" said Horace, ""and you know it. I will never give her up, so long as she is willing to keep me.""",reason say know give willing keep 
98,"""Maiden,"" said the Jinnee, addressing Sylvia for the first time, ""the matter rests with thee. Wilt thou release this my son from his contract, since thou art no fit wife for such as he?""",say address first time matter rest release son contract art fit wife such 
99,"""How can I,"" cried Sylvia, ""when I love him and he loves me? What a wicked tyrannical old thing you must be to expect it! I _can't_ give him up.""",cry love love wicked tyrannical old thing expect give 
100,"""It is but giving up what can never be thine,"" said Fakrash. ""And be not anxious for him, for I will reward and console him a thousandfold for the loss of thy society. A little while, and he shall remember thee no more.""",give say anxious reward console thousandfold loss society little while remember more 
101,"""Don't believe him, darling,"" said Horace; ""you know me better than that.""",believe darling say know good 
102,"""Remember,"" said the Jinnee, ""that by thy refusal thou wilt condemn thy parent to remain a mule throughout all his days. Art thou so unnatural and hard-hearted a daughter as to do this thing?""",remember say refusal condemn parent remain mule day art unnatural hard hearted daughter do thing 
103,"""Oh, I couldn't!"" cried Sylvia. ""I can't let poor father remain a mule all his life when one word--and yet what _am_ I to do? Horace, what shall I say? Advise me.... Advise me!""",cry let poor father remain mule life word do say advise advise 
104,"""Heaven help us both!"" groaned Ventimore. ""If I could only see the right thing to do. Look here, Mr. Fakrash,"" he added, ""this is a matter that requires consideration. Will you relieve us of your presence for a short time, while we talk it over?""",heaven help groan see right thing do look add matter require consideration relieve presence short time talk 
105,"""With all my heart,"" said the Jinnee, in the most obliging manner in the world, and vanished instantly.",heart say obliging manner world vanish 
106,"""Now, darling,"" began Horace, after he had gone, ""if that unspeakable old scoundrel is really in earnest, there's no denying that he's got us in an extremely tight place. But I can't bring myself to believe that he _does_ mean it. I fancy he's only trying us. And what I want you to do is not to consider me in the matter at all.""",darling begin go unspeakable old scoundrel earnest be deny get tight place bring believe mean fancy try want do consider matter 
107,"""How can I help it?"" said poor Sylvia. ""Horace, you--you don't _want_ to be released, do you?""",help say poor _want release 
108,"""I?"" said Horace, ""when you are all I have in the world! That's so likely, Sylvia! But we are bound to look facts in the face. To begin with, even if this hadn't happened, your people wouldn't let our engagement continue. For my prospects have changed again, dearest. I'm even worse off than when we first met, for that confounded Jinnee has contrived to lose my first and only client for me--the one thing worth having he ever gave me."" And he told her the story of the mushroom palace and Mr. Wackerbath's withdrawal. ""So you see, darling,"" he concluded, ""I haven't even a home to offer you; and if I had, it would be miserably uncomfortable for you with that old Marplot continually dropping in on us--especially if, as I'm afraid he has, he's taken some unreasonable dislike to you.""",say have world likely bind look fact face begin happen person let engagement continue prospect change dearest bad meet confound contrive lose first only client thing worth have give tell story mushroom palace withdrawal see darling conclude home offer have uncomfortable old drop afraid have take unreasonable dislike 
109,"""But surely you can talk him over?"" said Sylvia; ""you said you could do anything you liked with him.""",talk say say do like 
110,"""I'm beginning to find,"" he replied, ruefully enough, ""that he's not so easily managed as I thought. And for the present, I'm afraid, if we are to get the Professor out of this, that there's nothing for it but to humour old Fakrash.""",begin find reply manage think present afraid get professor be humour old 
111,"""Then you actually advise me to--to break it off?"" she cried; ""I never thought you would do that!""",advise break cry think do 
112,"""For your own sake,"" said Horace; ""for your father's sake. If _you_ won't, Sylvia, I _must_. And you will spare me that? Let us both agree to part and--and trust that we shall be united some day.""",own sake say father sake spare let agree part trust unite day 
113,"""Don't try to deceive me or yourself, Horace,"" she said; ""if we part now, it will be for ever.""",try deceive say part 
114,"He had a dismal conviction that she was right. ""We must hope for the best,"" he said drearily; ""Fakrash may have some motive in all this we don't understand. Or he may relent. But part we must, for the present.""",have dismal conviction right hope good say have motive understand relent part present 
115,"""Very well,"" she said. ""If he restores dad, I will give you up. But not unless.""",say restore dad give 
116,"""Hath the damsel decided?"" asked the Jinnee, suddenly re-appearing; ""for the period of deliberation is past.""",damsel decide ask re-appear period deliberation past 
117,"""Miss Futvoye and I,"" Horace answered for her, ""are willing to consider our engagement at an end, until you approve of its renewal, on condition that you restore her father at once.""",answer willing consider engagement end approve renewal condition restore father 
118,"""Agreed!"" said Fakrash. ""Conduct me to him, and we will arrange the matter without delay.""",agree say conduct arrange matter delay 
119,"Outside they met Mrs. Futvoye on her way from the study. ""You here, Horace?"" she exclaimed. ""And who is this--gentleman?""",meet way study exclaim gentleman 
120,"""This,"" said Horace, ""is the--er--author of the Professor's misfortunes, and he had come here at my request to undo his work.""",say er author misfortune come request undo work 
121,"""It _would_ be so kind of him!"" exclaimed the distressed lady, who was by this time far beyond either surprise or resentment. ""I'm sure, if he knew all we have gone through----!"" and she led the way to her husband's room.",kind exclaim distressed lady time surprise resentment sure know go lead way husband room 
122,"As soon as the door was opened the Professor seemed to recognise his tormentor in spite of his changed raiment, and was so powerfully agitated that he actually reeled on his four legs, and ""stood over"" in a lamentable fashion.",door open seem recognise tormentor spite change raiment agitated reel leg stand lamentable fashion 
123,"""O man of distinguished attainments!"" began the Jinnee, ""whom I have caused, for reasons that are known unto thee, to assume the shape of a mule, speak, I adjure thee, and tell me where thou hast deposited the inscribed seal which is in thy possession.""",man distinguished attainment begin cause reason know assume shape mule speak adjure tell deposit inscribe seal possession 
124,"The Professor spoke; and the effect of articulate speech proceeding from the mouth of what was to all outward seeming an ordinary mule was strange beyond description. ""I'll see you damned first,"" he said sullenly. ""You can't do worse to me than you've done already!""",speak effect articulate speech proceed mouth seem ordinary mule strange description see damned say do bad do 
125,"""As thou wilt,"" said Fakrash; ""but unless I regain it, I will not restore thee to what thou wast.""",say regain restore wast 
126,"""Well, then,"" said the mule, savagely, ""you'll find it in the top right-hand drawer of my writing-table: the key is in that diorite bowl on the mantelpiece.""",say mule find top right hand drawer writing table key diorite bowl mantelpiece 
127,"The Jinnee unlocked the drawer, and took out the metal cap, which he placed in the breast pocket of his incongruous frock-coat. ""So far, well,"" he said; ""next thou must deliver up to me the transcription thou hast made, and swear to preserve an inviolable secrecy regarding the meaning thereof.""",unlock drawer take metal cap place breast pocket incongruous frock coat say deliver transcription make swear preserve inviolable secrecy regard meaning 
128,"""Do you know what you're asking, sir?"" said the mule, laying back his ears viciously. ""Do you think that to oblige you I'm going to suppress one of the most remarkable discoveries of my whole scientific career? Never, sir--never!""",know ask sir say mule lay ear think oblige go suppress remarkable discovery whole scientific career 
129,"""Since if thou refusest I shall assuredly deprive thee of speech once more and leave thee a mule, as thou art now, of hideous appearance,"" said the Jinnee, ""thou art like to gain little by a discovery which thou wilt be unable to impart. However, the choice rests with thee.""",refusest deprive thee speech more leave mule art hideous appearance say like gain little discovery unable impart choice rest 
130,"The mule rolled his one eye, and showed all his teeth in a vicious snarl. ""You've got the whip-hand of me,"" he said, ""and I may as well give in. There's a transcript inside my blotting-case--it's the only copy I've made.""",mule roll eye show tooth vicious snarl get whip hand say give be transcript blotting case only copy make 
131,"Fakrash found the paper, which he rubbed into invisibility between his palms, as any ordinary conjurer might do.",find paper rub invisibility palm ordinary conjurer do 
132,"""Now raise thy right forefoot,"" he said, ""and swear by all thou holdest sacred never to divulge what thou hast learnt""--which oath the Professor, in the vilest of tempers, took, clumsily enough.",raise right forefoot say swear hold sacred divulge learn oath vilest temper take 
133,"""Good,"" said the Jinnee, with a grim smile. ""Now let one of thy women bring me a cup of fair water.""",good say grim smile let woman bring cup fair water 
134,"Sylvia went out, and came back with a cup of water. ""It's filtered,"" she said anxiously; ""I don't know if that will do?""",go come cup water filter say know do 
135,"""It will suffice,"" said Fakrash. ""Let both the women withdraw.""",suffice say let woman withdraw 
136,"""Surely,"" remonstrated Mrs. Futvoye, ""you don't mean to turn his wife and daughter out of the room at such a moment as this? We shall be perfectly quiet, and we may even be of some help.""",remonstrate mean turn wife daughter room moment quiet help 
137,"""Do as you're told, my dear!"" snapped the ungrateful mule; ""do as you're told. You'll only be in the way here. Do you suppose he doesn't know his own beastly business?""",tell dear snap ungrateful mule do tell way suppose know own beastly business 
138,"They left accordingly; whereupon Fakrash took the cup--an ordinary breakfast cup with a Greek key-border pattern in pale blue round the top--and, drenching the mule with the contents, exclaimed, ""Quit this form and return to the form in which thou wast!""",leave take cup ordinary breakfast cup greek key border pattern pale blue top drench mule content exclaim quit form return form wast 
139,"For a dreadful moment or two it seemed as if no effect was to be produced; the animal simply stood and shivered, and Ventimore began to feel an agonising suspicion that the Jinnee really had, as he had first asserted, forgotten how to perform this particular incantation.",dreadful moment seem effect produce animal stand shiver begin feel agonising suspicion have assert forget perform particular incantation 
140,"All at once the mule reared, and began to beat the air frantically with his fore-hoofs; after which he fell heavily backward into the nearest armchair (which was, fortunately, a solid and capacious piece of furniture) with his fore-legs hanging limply at his side, in a semi-human fashion. There was a brief convulsion, and then, by some gradual process unspeakably impressive to witness, the man seemed to break through the mule, the mule became merged in the man--and Professor Futvoye, restored to his own natural form and habit, sat gasping and trembling in the chair before them.",mule rear begin beat air fore hoof fall near armchair solid capacious piece furniture fore leg hang side semi -human fashion be brief convulsion gradual process impressive witness man seem break mule mule become merge man restore own natural form habit sit gasp tremble chair 
141,,
142, ,
